CD_PROGRAMA_IES,AN_BASE,CD_AREA_AVALIACAO,CONCEITO_PROGRAMA,Total_docentes,Mulheres,Homens,Brasileiros,Estrangeiros,QTDE_Regime_Parcial,QTDE_Regime_Integral,QTDE_Regime_Exclusivo,QTDE_Prof_Doutor,QTDE_Prof_NaoDoutor,QTDE_titulados_Brasil,QTDE_titulados_Exterior,Profs_Colaboradores,Profs_ServidoresPublicos,Profs_VinculoCLT,Profs_Aposentados,Profs_BolsaDeFixacao,Total_cursos,MEDIA_CONCEITO_CURSO
30001013004P0,2019,14,5,24,4,20,21,3,3,12,9,24,0,14,10,2,21,0,1,0,2,5.0
30001013005P7,2013,3,4,26,1,25,23,3,1,24,1,26,0,19,7,1,24,1,0,0,2,4.0
30001013005P7,2014,3,4,27,1,26,24,3,1,24,2,27,0,19,8,1,25,1,0,0,2,4.0
30001013005P7,2015,3,4,28,1,27,25,3,3,2,23,28,0,19,9,1,24,0,3,0,2,4.0
30001013005P7,2016,3,4,28,2,26,24,4,1,23,4,28,0,20,8,1,26,1,0,0,2,4.0
30001013005P7,2017,3,4,29,2,27,25,4,1,22,6,29,0,19,10,1,27,1,0,0,2,4.0
30001013005P7,2018,3,4,30,2,28,27,3,0,19,11,30,0,22,8,0,29,1,0,0,2,4.0
30001013005P7,2019,3,4,28,1,27,25,3,0,17,11,28,0,22,6,0,28,0,0,0,2,4.0
30001013006P3,2013,37,5,22,15,7,22,0,2,0,20,21,1,22,0,2,18,0,2,0,2,5.0
30001013006P3,2014,37,5,23,15,8,23,0,2,21,0,22,1,22,1,3,18,0,2,0,2,5.0
30001013006P3,2015,37,5,23,15,8,23,0,2,21,0,23,0,22,1,3,18,0,2,0,2,5.0
30001013006P3,2016,37,5,26,17,9,26,0,3,20,3,26,0,25,1,3,21,0,2,0,2,5.0
30001013006P3,2017,37,5,26,17,9,26,0,3,20,3,26,0,24,2,3,21,0,2,0,2,5.0
30001013006P3,2018,37,5,28,18,10,28,0,5,16,7,28,0,26,2,2,23,0,3,0,2,5.0
30001013006P3,2019,37,5,28,18,10,28,0,5,16,7,28,0,26,2,2,23,0,3,0,2,5.0
30001013007P0,2013,2,4,28,8,20,27,1,0,28,0,28,0,14,14,2,26,0,0,0,2,4.0
30001013007P0,2014,2,4,29,7,22,28,1,0,29,0,29,0,15,14,3,26,0,0,0,2,4.0
30001013007P0,2015,2,4,28,7,21,27,1,0,28,0,28,0,14,14,3,25,0,0,0,2,4.0
30001013007P0,2016,2,4,28,7,21,27,1,0,28,0,28,0,14,14,3,25,0,0,0,2,4.0
30001013007P0,2017,2,4,29,7,22,29,0,0,26,3,29,0,15,14,2,27,0,0,0,2,4.0
30001013007P0,2018,2,4,31,6,25,31,0,0,27,4,31,0,18,13,1,30,0,0,0,2,4.0
30001013007P0,2019,2,4,29,5,24,28,1,0,25,4,29,0,17,12,1,28,0,0,0,2,4.0
30001013008P6,2013,28,3,12,3,9,12,0,0,12,0,12,0,7,5,0,12,0,0,0,1,3.0
30001013008P6,2014,28,3,13,4,9,13,0,1,12,0,13,0,8,5,1,12,0,0,0,1,3.0
30001013008P6,2015,28,3,13,3,10,13,0,0,13,0,13,0,7,6,0,13,0,0,0,1,3.0
30001013008P6,2016,28,3,13,3,10,13,0,0,12,1,13,0,7,6,0,13,0,0,0,1,3.0
30001013008P6,2017,28,4,12,2,10,12,0,0,11,1,12,0,7,5,0,12,0,0,0,1,4.0
30001013008P6,2018,28,4,10,1,9,10,0,0,9,1,10,0,7,3,0,10,0,0,0,2,4.0
30001013008P6,2019,28,4,11,1,10,11,0,1,0,10,11,0,8,3,0,10,0,1,0,2,4.0
30001013010P0,2013,16,5,15,8,7,15,0,1,14,0,15,0,14,1,1,14,0,0,0,2,5.0
30001013010P0,2014,16,5,15,8,7,15,0,1,14,0,15,0,14,1,1,14,0,0,0,2,5.0
30001013010P0,2015,16,5,15,8,7,15,0,2,13,0,15,0,14,1,2,13,0,0,0,2,5.0
30001013010P0,2016,16,5,14,7,7,14,0,2,12,0,14,0,13,1,2,12,0,0,0,2,5.0
30001013010P0,2017,16,5,20,11,9,20,0,2,15,3,20,0,17,3,2,18,0,0,0,2,5.0
30001013010P0,2018,16,5,19,10,9,19,0,2,14,3,19,0,16,3,2,17,0,0,0,2,5.0
30001013010P0,2019,16,5,21,11,10,21,0,2,17,2,21,0,18,3,2,19,0,0,0,2,5.0
30001013011P7,2013,13,4,12,1,11,12,0,0,12,0,12,0,9,3,0,11,1,0,0,2,4.0
30001013011P7,2014,13,4,15,1,14,15,0,0,15,0,15,0,11,4,1,13,1,0,0,2,4.0
30001013011P7,2015,13,4,15,1,14,15,0,0,15,0,15,0,11,4,1,13,1,0,0,2,4.0
30001013011P7,2016,13,4,15,1,14,15,0,0,15,0,15,0,11,4,1,13,1,0,0,2,4.0
30001013011P7,2017,13,4,15,1,14,15,0,0,15,0,15,0,11,4,1,14,0,0,0,2,4.0
30001013011P7,2018,13,4,13,0,13,13,0,0,13,0,13,0,9,4,1,12,0,0,0,2,4.0
30001013011P7,2019,13,4,16,0,16,16,0,0,13,3,16,0,12,4,1,15,0,0,0,2,4.0
30001013012P3,2013,10,3,20,8,12,20,0,0,20,0,20,0,17,3,0,19,0,1,0,1,3.0
30001013012P3,2014,10,3,20,8,12,20,0,0,20,0,20,0,17,3,0,19,0,1,0,1,3.0
30001013012P3,2015,10,3,19,8,11,19,0,0,19,0,19,0,16,3,0,19,0,0,0,1,3.0
30001013012P3,2016,10,3,19,8,11,19,0,0,19,0,19,0,16,3,0,19,0,0,0,1,3.0
30001013012P3,2017,10,3,20,8,12,20,0,1,19,0,20,0,17,3,2,18,0,0,0,1,3.0
30001013012P3,2018,10,3,19,8,11,19,0,1,18,0,19,0,16,3,2,17,0,0,0,1,3.0
30001013012P3,2019,10,3,19,8,11,19,0,1,17,1,19,0,16,3,2,17,0,0,0,1,3.0
30001013013P0,2013,41,4,30,16,14,28,2,3,27,0,30,0,27,3,2,28,0,0,0,2,4.0
30001013013P0,2014,41,4,32,16,16,28,4,9,22,1,32,0,27,5,9,23,0,0,0,2,4.0
30001013013P0,2015,41,4,26,13,13,23,3,4,21,1,26,0,22,4,4,22,0,0,0,2,4.0
30001013013P0,2016,41,4,22,12,10,20,2,3,18,1,22,0,19,3,3,19,0,0,0,2,4.0
30001013013P0,2017,41,5,25,15,10,22,3,7,15,3,25,0,22,3,6,18,0,0,1,2,5.0
30001013013P0,2018,41,5,24,14,10,22,2,6,15,3,24,0,22,2,5,18,0,0,1,2,5.0
30001013013P0,2019,41,5,26,14,12,24,2,7,14,5,26,0,24,2,6,17,0,3,0,2,5.0
30001013014P6,2013,7,4,24,9,15,22,2,3,3,18,24,0,17,7,3,20,1,0,0,2,4.0
30001013014P6,2014,7,4,24,9,15,22,2,3,3,18,24,0,17,7,3,20,1,0,0,2,4.0
30001013014P6,2015,7,4,23,9,14,21,2,3,2,18,23,0,16,7,3,20,0,0,0,2,4.0
30001013014P6,2016,7,4,24,9,15,23,1,3,2,19,24,0,17,7,3,21,0,0,0,2,4.0
30001013014P6,2017,7,4,23,9,14,22,1,3,3,17,23,0,16,7,3,20,0,0,0,2,4.0
30001013014P6,2018,7,4,22,9,13,21,1,2,3,17,22,0,16,6,2,20,0,0,0,2,4.0
30001013014P6,2019,7,4,22,9,13,21,1,2,3,17,22,0,16,6,2,20,0,0,0,2,4.0
30001013015P2,2013,27,4,15,6,9,15,0,0,15,0,15,0,15,0,0,15,0,0,0,2,4.0
30001013015P2,2014,27,4,20,8,12,20,0,0,20,0,20,0,20,0,0,20,0,0,0,2,4.0
30001013015P2,2015,27,4,20,8,12,20,0,0,20,0,20,0,20,0,0,20,0,0,0,2,4.0
30001013015P2,2016,27,4,18,8,10,18,0,1,17,0,18,0,18,0,1,17,0,0,0,2,4.0
30001013015P2,2017,27,4,20,9,11,20,0,1,17,2,20,0,20,0,1,19,0,0,0,2,4.0
30001013015P2,2018,27,4,21,9,12,21,0,2,17,2,21,0,21,0,2,19,0,0,0,2,4.0
30001013015P2,2019,27,4,19,8,11,19,0,2,15,2,19,0,19,0,2,17,0,0,0,2,4.0
30001013016P9,2013,42,4,17,9,8,16,1,1,16,0,17,0,17,0,1,14,2,0,0,2,4.0
30001013016P9,2014,42,4,18,9,9,17,1,1,17,0,18,0,18,0,1,15,2,0,0,2,4.0
30001013016P9,2015,42,4,18,8,10,17,1,1,17,0,18,0,18,0,1,16,1,0,0,2,4.0
30001013016P9,2016,42,4,17,8,9,17,0,0,16,1,17,0,17,0,0,16,1,0,0,2,4.0
30001013016P9,2017,42,4,17,8,9,17,0,0,16,1,17,0,17,0,0,16,1,0,0,2,4.0
30001013016P9,2018,42,4,17,8,9,17,0,0,16,1,17,0,17,0,0,16,1,0,0,2,4.0
30001013016P9,2019,42,4,16,7,9,16,0,0,15,1,16,0,16,0,0,15,1,0,0,2,4.0
30001013017P5,2013,40,5,25,10,15,24,1,2,23,0,25,0,23,2,2,21,1,1,0,2,5.0
30001013017P5,2014,40,5,24,10,14,23,1,2,22,0,24,0,22,2,2,21,1,0,0,2,5.0
30001013017P5,2015,40,5,28,12,16,27,1,2,22,4,28,0,26,2,2,25,1,0,0,2,5.0
30001013017P5,2016,40,5,27,10,17,26,1,1,21,5,27,0,25,2,1,25,1,0,0,2,5.0
30001013017P5,2017,40,5,24,8,16,23,1,1,18,5,24,0,22,2,1,22,1,0,0,2,5.0
30001013017P5,2018,40,5,24,8,16,23,1,1,18,5,24,0,22,2,1,22,1,0,0,2,5.0
30001013017P5,2019,40,5,25,8,17,24,1,1,4,20,25,0,23,2,1,20,2,2,0,2,5.0
30001013018P1,2013,22,5,18,14,4,18,0,0,18,0,18,0,17,1,0,18,0,0,0,2,5.0
30001013018P1,2014,22,5,18,14,4,18,0,0,18,0,18,0,17,1,0,18,0,0,0,2,5.0
30001013018P1,2015,22,5,23,17,6,23,0,1,18,4,23,0,22,1,1,22,0,0,0,2,5.0
30001013018P1,2016,22,5,22,17,5,22,0,3,15,4,22,0,21,1,1,21,0,0,0,2,5.0
30001013018P1,2017,22,5,22,17,5,22,0,4,12,6,22,0,21,1,0,20,0,2,0,2,5.0
30001013018P1,2018,22,5,30,24,6,30,0,4,12,14,30,0,29,1,0,29,0,1,0,2,5.0
30001013018P1,2019,22,5,31,25,6,31,0,3,12,16,31,0,29,2,0,31,0,0,0,2,5.0
30001013019P8,2013,42,4,27,2,25,27,0,0,27,0,27,0,26,1,0,27,0,0,0,2,4.0
30001013019P8,2014,42,4,29,2,27,29,0,1,28,0,29,0,28,1,1,28,0,0,0,2,4.0
30001013019P8,2015,42,4,28,3,25,28,0,1,25,2,28,0,27,1,1,27,0,0,0,2,4.0
30001013019P8,2016,42,4,26,3,23,26,0,1,23,2,26,0,25,1,1,25,0,0,0,2,4.0
30001013019P8,2017,42,4,24,2,22,24,0,1,21,2,24,0,23,1,1,23,0,0,0,2,4.0
30001013019P8,2018,42,4,22,2,20,22,0,0,20,2,22,0,21,1,0,22,0,0,0,2,4.0
30001013019P8,2019,42,4,27,3,24,27,0,0,20,7,27,0,26,1,0,27,0,0,0,2,4.0
30001013020P6,2013,32,5,16,10,6,16,0,1,15,0,16,0,13,3,0,15,0,1,0,2,5.0
30001013020P6,2014,32,5,18,12,6,17,1,1,17,0,18,0,15,3,1,16,0,1,0,2,5.0
30001013020P6,2015,32,5,17,11,6,16,1,1,16,0,17,0,14,3,1,15,0,1,0,2,5.0
30001013020P6,2016,32,5,16,10,6,14,2,2,14,0,16,0,12,4,1,12,1,2,0,2,5.0
30001013020P6,2017,32,5,21,14,7,19,2,2,13,6,21,0,16,5,1,17,1,2,0,2,5.0
30001013020P6,2018,32,5,20,13,7,18,2,2,12,6,20,0,15,5,1,16,1,2,0,2,5.0
30001013020P6,2019,32,5,20,12,8,19,1,1,9,10,20,0,16,4,0,18,1,1,0,2,5.0
30001013021P2,2013,4,4,25,6,19,25,0,0,23,2,25,0,25,0,1,24,0,0,0,2,4.0
30001013021P2,2014,4,4,22,4,18,22,0,0,19,3,22,0,22,0,2,20,0,0,0,2,4.0
30001013021P2,2015,4,4,22,4,18,22,0,0,18,4,22,0,22,0,2,20,0,0,0,2,4.0
30001013021P2,2016,4,4,21,4,17,21,0,0,17,4,21,0,21,0,2,19,0,0,0,2,4.0
30001013021P2,2017,4,5,23,5,18,23,0,0,16,7,23,0,22,1,1,22,0,0,0,2,5.0
30001013021P2,2018,4,5,23,4,19,23,0,0,16,7,23,0,22,1,1,22,0,0,0,2,5.0
30001013021P2,2019,4,5,25,5,20,25,0,0,14,11,25,0,25,0,1,24,0,0,0,2,5.0
30001013022P9,2013,41,3,19,14,5,18,1,3,16,0,19,0,19,0,4,15,0,0,0,2,3.5
30001013022P9,2014,41,3,22,16,6,21,1,3,16,3,22,0,22,0,4,17,0,0,1,2,3.5
30001013022P9,2015,41,3,20,15,5,20,0,2,15,3,20,0,20,0,3,16,0,0,1,2,3.5
30001013022P9,2016,41,3,17,12,5,17,0,2,13,2,17,0,17,0,3,14,0,0,0,2,3.5
30001013022P9,2017,41,4,22,15,7,22,0,2,13,7,22,0,21,1,4,18,0,0,0,2,4.0
30001013022P9,2018,41,4,20,13,7,20,0,1,10,9,20,0,18,2,3,17,0,0,0,2,4.0
30001013022P9,2019,41,4,22,13,9,22,0,2,9,11,22,0,21,1,2,19,0,1,0,2,4.0
30001013023P5,2013,1,3,10,1,9,9,1,0,8,2,10,0,10,0,0,10,0,0,0,1,3.0
30001013023P5,2014,1,3,9,1,8,8,1,0,7,2,9,0,9,0,0,9,0,0,0,1,3.0
30001013023P5,2015,1,3,8,1,7,7,1,0,6,2,8,0,8,0,0,8,0,0,0,1,3.0
30001013023P5,2016,1,3,14,3,11,12,2,0,6,8,14,0,12,2,0,14,0,0,0,1,3.0
30001013023P5,2017,1,3,15,5,10,12,3,0,5,10,15,0,13,2,0,15,0,0,0,1,3.0
30001013023P5,2018,1,3,18,6,12,15,3,0,5,13,18,0,15,3,0,18,0,0,0,1,3.0
30001013023P5,2019,1,3,17,5,12,14,3,0,5,12,17,0,14,3,0,17,0,0,0,1,3.0
30001013024P1,2013,11,3,13,6,7,11,2,0,10,3,13,0,11,2,0,13,0,0,0,1,3.0
30001013024P1,2014,11,3,14,5,9,12,2,0,9,5,14,0,11,3,1,13,0,0,0,1,3.0
30001013024P1,2015,11,3,12,4,8,10,2,0,7,5,12,0,9,3,1,11,0,0,0,1,3.0
30001013024P1,2016,11,3,12,4,8,10,2,0,0,12,12,0,9,3,1,11,0,0,0,1,3.0
30001013024P1,2017,11,3,12,4,8,10,2,0,1,11,12,0,9,3,1,11,0,0,0,1,3.0
30001013024P1,2018,11,3,14,5,9,12,2,0,1,13,14,0,10,4,1,13,0,0,0,1,3.0
30001013024P1,2019,11,3,19,8,11,17,2,0,0,19,19,0,14,5,1,18,0,0,0,1,3.0
30001013025P8,2013,21,4,24,8,16,24,0,1,8,15,24,0,23,1,1,23,0,0,0,2,4.0
30001013025P8,2014,21,4,25,7,18,25,0,1,7,17,25,0,24,1,1,24,0,0,0,2,4.0
30001013025P8,2015,21,4,24,7,17,24,0,1,6,17,24,0,23,1,1,23,0,0,0,2,4.0
30001013025P8,2016,21,4,22,6,16,22,0,1,5,16,22,0,21,1,1,21,0,0,0,2,4.0
30001013025P8,2017,21,4,25,7,18,25,0,1,2,22,25,0,24,1,1,24,0,0,0,2,4.0
30001013025P8,2018,21,4,24,7,17,24,0,1,2,21,24,0,23,1,1,23,0,0,0,2,4.0
30001013025P8,2019,21,4,24,7,17,24,0,1,2,21,24,0,23,1,1,23,0,0,0,2,4.0
30001013026P4,2013,18,3,27,20,7,27,0,1,25,1,27,0,26,1,1,26,0,0,0,1,3.0
30001013026P4,2014,18,3,25,18,7,25,0,1,23,1,25,0,24,1,1,24,0,0,0,1,3.0
30001013026P4,2015,18,3,24,17,7,24,0,0,21,3,24,0,24,0,0,24,0,0,0,1,3.0
30001013026P4,2016,18,3,23,16,7,23,0,0,20,3,23,0,23,0,0,23,0,0,0,1,3.0
30001013026P4,2017,18,2,19,14,5,19,0,0,16,3,19,0,19,0,0,19,0,0,0,1,2.0
30001013026P4,2018,18,2,17,13,4,17,0,0,14,3,17,0,17,0,0,17,0,0,0,1,2.0
30001013026P4,2019,18,2,17,13,4,17,0,0,14,3,17,0,17,0,0,17,0,0,0,1,2.0
30001013027P0,2013,26,4,18,3,15,17,1,2,14,2,18,0,15,3,0,17,0,0,1,1,4.0
30001013027P0,2014,26,4,17,3,14,16,1,2,13,2,17,0,14,3,0,17,0,0,0,1,4.0
30001013027P0,2015,26,4,18,3,15,18,0,2,13,3,18,0,16,2,0,17,0,0,1,1,4.0
30001013027P0,2016,26,4,19,3,16,19,0,3,13,3,19,0,17,2,1,17,0,0,1,1,4.0
30001013027P0,2017,26,3,21,3,18,20,1,4,12,5,21,0,18,3,1,19,0,0,1,1,3.0
30001013027P0,2018,26,3,24,4,20,23,1,5,13,6,24,0,21,3,2,21,0,0,1,1,3.0
30001013027P0,2019,26,3,25,5,20,23,2,6,14,5,25,0,21,4,1,24,0,0,0,1,3.0
30001013028P7,2013,37,3,15,13,2,15,0,0,14,1,15,0,14,1,0,15,0,0,0,1,3.0
30001013028P7,2014,37,3,15,11,4,15,0,0,12,3,15,0,14,1,1,14,0,0,0,1,3.0
30001013028P7,2015,37,3,19,13,6,19,0,0,12,7,19,0,18,1,1,18,0,0,0,1,3.0
30001013028P7,2016,37,3,26,15,11,25,1,5,12,9,26,0,25,1,4,22,0,0,0,1,3.0
30001013028P7,2017,37,4,27,16,11,26,1,8,10,9,27,0,26,1,6,21,0,0,0,1,4.0
30001013028P7,2018,37,4,27,16,11,25,2,8,10,9,27,0,26,1,6,21,0,0,0,1,4.0
30001013028P7,2019,37,4,28,15,13,26,2,8,10,10,28,0,28,0,6,22,0,0,0,1,4.0
30001013029P3,2013,48,4,23,13,10,23,0,0,23,0,23,0,21,2,0,21,2,0,0,2,4.0
30001013029P3,2014,48,4,21,11,10,21,0,0,21,0,21,0,19,2,0,19,2,0,0,2,4.0
30001013029P3,2015,48,4,17,9,8,17,0,0,17,0,17,0,15,2,0,15,2,0,0,2,4.0
30001013029P3,2016,48,4,18,9,9,18,0,1,17,0,18,0,16,2,1,15,2,0,0,2,4.0
30001013029P3,2017,48,5,18,9,9,18,0,0,17,1,18,0,16,2,0,16,2,0,0,2,5.0
30001013029P3,2018,48,5,17,8,9,17,0,0,16,1,17,0,15,2,0,15,2,0,0,2,5.0
30001013029P3,2019,48,5,16,8,8,16,0,0,15,1,16,0,14,2,0,14,2,0,0,2,5.0
30001013030P1,2013,29,3,11,7,4,11,0,0,11,0,11,0,8,3,0,11,0,0,0,1,3.0
30001013030P1,2014,29,3,13,9,4,13,0,0,11,2,13,0,10,3,0,13,0,0,0,1,3.0
30001013030P1,2015,29,3,11,8,3,11,0,0,10,1,11,0,8,3,0,11,0,0,0,1,3.0
30001013030P1,2016,29,3,14,9,5,14,0,0,12,2,14,0,10,4,0,14,0,0,0,1,3.0
30001013030P1,2017,29,4,14,9,5,14,0,0,12,2,14,0,10,4,0,14,0,0,0,1,4.0
30001013030P1,2018,29,4,14,8,6,14,0,0,10,4,14,0,11,3,0,14,0,0,0,1,4.0
30001013030P1,2019,29,4,13,8,5,13,0,0,9,4,13,0,11,2,0,13,0,0,0,1,4.0
30001013031P8,2013,49,4,12,3,9,11,1,0,3,9,12,0,5,7,0,12,0,0,0,2,4.0
30001013031P8,2014,49,4,15,6,9,14,1,1,3,11,15,0,7,8,1,13,0,0,1,2,4.0
30001013031P8,2015,49,4,16,7,9,15,1,1,3,12,16,0,7,9,1,14,0,0,1,2,4.0
30001013031P8,2016,49,4,16,7,9,15,1,1,3,12,16,0,8,8,1,14,0,0,1,2,4.0
30001013031P8,2017,49,4,16,7,9,15,1,1,3,12,16,0,8,8,1,14,0,0,1,2,4.0
30001013031P8,2018,49,4,17,7,10,16,1,1,3,13,17,0,9,8,1,15,0,0,1,2,4.0
30001013031P8,2019,49,4,17,7,10,16,1,1,3,13,17,0,9,8,1,15,0,0,1,2,4.0
30001013032P4,2013,42,4,24,4,20,24,0,0,24,0,24,0,24,0,0,23,1,0,0,2,4.0
30001013032P4,2014,42,4,25,5,20,25,0,0,24,1,25,0,25,0,0,24,1,0,0,2,4.0
30001013032P4,2015,42,4,24,4,20,24,0,0,23,1,24,0,24,0,0,23,1,0,0,2,4.0
30001013032P4,2016,42,4,23,5,18,23,0,0,21,2,23,0,23,0,0,22,1,0,0,2,4.0
30001013032P4,2017,42,4,22,5,17,22,0,0,0,22,22,0,22,0,0,22,0,0,0,2,4.0
30001013032P4,2018,42,4,22,4,18,22,0,0,0,22,22,0,22,0,0,22,0,0,0,2,4.0
30001013032P4,2019,42,4,22,4,18,22,0,0,0,22,22,0,22,0,0,22,0,0,0,2,4.0
30001013033P0,2013,24,3,20,10,10,20,0,0,20,0,20,0,20,0,1,19,0,0,0,1,3.0
30001013033P0,2014,24,3,20,10,10,20,0,0,15,5,20,0,20,0,1,19,0,0,0,1,3.0
30001013033P0,2015,24,3,22,11,11,22,0,0,15,7,22,0,22,0,1,21,0,0,0,1,3.0
30001013033P0,2016,24,3,24,11,13,24,0,0,15,9,24,0,24,0,1,23,0,0,0,1,3.0
30001013033P0,2017,24,3,24,12,12,24,0,0,14,10,24,0,24,0,1,23,0,0,0,1,3.0
30001013033P0,2018,24,3,20,11,9,20,0,0,11,9,20,0,20,0,1,19,0,0,0,1,3.0
30001013033P0,2019,24,3,17,10,7,17,0,0,9,8,17,0,17,0,0,17,0,0,0,1,3.0
30001013034P7,2013,36,4,16,8,8,15,1,0,16,0,16,0,14,2,0,16,0,0,0,2,4.0
30001013034P7,2014,36,4,20,8,12,19,1,2,16,2,20,0,16,4,1,17,0,2,0,2,4.0
30001013034P7,2015,36,4,21,9,12,20,1,2,16,3,21,0,18,3,1,18,0,2,0,2,4.0
30001013034P7,2016,36,4,24,10,14,23,1,2,16,6,24,0,21,3,1,20,0,2,1,2,4.0
30001013034P7,2017,36,4,22,9,13,21,1,2,14,6,22,0,19,3,1,18,0,2,1,2,4.0
30001013034P7,2018,36,4,24,9,15,23,1,2,15,7,24,0,21,3,1,20,0,2,1,2,4.0
30001013034P7,2019,36,4,25,9,16,24,1,2,15,8,25,0,22,3,1,22,0,1,1,2,4.0
30001013035P3,2013,34,3,20,16,4,19,1,0,7,13,20,0,20,0,0,19,0,0,1,1,3.0
30001013035P3,2014,34,3,20,16,4,19,1,0,6,14,20,0,20,0,0,20,0,0,0,1,3.0
30001013035P3,2015,34,3,20,15,5,19,1,0,5,15,20,0,20,0,0,20,0,0,0,1,3.0
30001013035P3,2016,34,3,17,13,4,16,1,0,1,16,17,0,17,0,0,17,0,0,0,1,3.0
30001013035P3,2017,34,4,18,13,5,17,1,0,1,17,18,0,18,0,0,17,0,1,0,1,4.0
30001013035P3,2018,34,4,17,12,5,17,0,0,1,16,17,0,17,0,0,16,0,1,0,2,4.0
30001013035P3,2019,34,4,20,14,6,20,0,0,2,18,20,0,20,0,0,19,0,1,0,2,4.0
30001013036P0,2013,10,3,16,8,8,16,0,3,0,13,15,1,14,2,3,12,1,0,0,1,3.0
30001013036P0,2014,10,3,17,9,8,17,0,3,14,0,16,1,15,2,3,13,1,0,0,1,3.0
30001013036P0,2015,10,3,18,10,8,18,0,4,14,0,18,0,16,2,4,13,1,0,0,1,3.0
30001013036P0,2016,10,3,18,10,8,18,0,4,1,13,18,0,16,2,4,13,0,0,1,1,3.0
30001013036P0,2017,10,3,19,10,9,19,0,5,1,13,19,0,17,2,5,13,0,0,1,1,3.0
30001013036P0,2018,10,3,16,8,8,16,0,3,1,12,16,0,14,2,3,12,0,0,1,1,3.0
30001013036P0,2019,10,3,16,8,8,16,0,2,1,13,16,0,14,2,2,13,0,0,1,1,3.0
30001013037P6,2013,33,3,15,4,11,15,0,0,14,1,15,0,13,2,0,15,0,0,0,1,3.0
30001013037P6,2014,33,3,16,4,12,16,0,0,15,1,16,0,14,2,0,16,0,0,0,1,3.0
30001013037P6,2015,33,3,18,3,15,18,0,2,15,1,18,0,16,2,1,17,0,0,0,1,3.0
30001013037P6,2016,33,3,13,3,10,13,0,2,10,1,13,0,12,1,1,12,0,0,0,1,3.0
30001013037P6,2017,33,4,15,3,12,15,0,2,10,3,15,0,14,1,1,14,0,0,0,1,4.0
30001013037P6,2018,33,4,15,3,12,14,1,1,10,4,15,0,13,2,1,14,0,0,0,2,4.0
30001013037P6,2019,33,4,17,4,13,16,1,1,9,7,17,0,14,3,1,16,0,0,0,2,4.0
30001013040P7,2013,7,3,23,11,12,23,0,2,7,14,23,0,22,1,2,20,1,0,0,1,3.0
30001013040P7,2014,7,3,26,13,13,26,0,2,7,17,26,0,25,1,2,23,1,0,0,1,3.0
30001013040P7,2015,7,3,30,15,15,30,0,2,10,18,30,0,29,1,2,24,1,0,3,1,3.0
30001013040P7,2016,7,3,27,13,14,27,0,1,8,18,27,0,26,1,1,23,0,0,3,1,3.0
30001013040P7,2017,7,2,25,12,13,25,0,1,7,17,25,0,24,1,1,21,0,0,3,1,2.0
30001013040P7,2018,7,2,25,12,13,25,0,1,7,17,25,0,24,1,1,21,0,0,3,1,2.0
30001013040P7,2019,7,2,25,12,13,25,0,1,7,17,25,0,24,1,1,21,0,0,3,1,2.0
30001013041P3,2013,27,3,9,2,7,9,0,0,9,0,9,0,9,0,0,7,2,0,0,1,3.0
30001013041P3,2014,27,3,9,2,7,9,0,0,8,1,9,0,9,0,0,8,1,0,0,1,3.0
30001013041P3,2015,27,3,11,2,9,11,0,1,7,3,11,0,11,0,0,10,1,0,0,1,3.0
30001013041P3,2016,27,3,13,3,10,13,0,1,7,5,13,0,13,0,0,12,1,0,0,1,3.0
30001013041P3,2017,27,4,18,5,13,18,0,1,9,8,18,0,18,0,0,17,1,0,0,1,4.0
30001013041P3,2018,27,4,18,5,13,18,0,1,9,8,18,0,18,0,0,17,1,0,0,2,4.0
30001013041P3,2019,27,4,20,5,15,20,0,1,9,10,20,0,20,0,0,19,1,0,0,2,4.0
30001013042P0,2013,42,3,13,1,12,13,0,0,0,13,12,1,13,0,0,13,0,0,0,1,3.0
30001013042P0,2014,42,3,13,2,11,13,0,0,4,9,13,0,13,0,0,13,0,0,0,1,3.0
30001013042P0,2015,42,3,15,3,12,15,0,2,4,9,15,0,15,0,2,13,0,0,0,1,3.0
30001013042P0,2016,42,3,16,3,13,16,0,2,4,10,16,0,16,0,2,14,0,0,0,1,3.0
30001013042P0,2017,42,4,14,2,12,14,0,2,3,9,14,0,14,0,2,12,0,0,0,1,4.0
30001013042P0,2018,42,4,14,2,12,14,0,2,3,9,14,0,14,0,2,12,0,0,0,1,4.0
30001013042P0,2019,42,4,13,2,11,13,0,2,2,9,13,0,13,0,2,11,0,0,0,1,4.0
30001013043P6,2013,15,3,19,8,11,19,0,2,16,1,19,0,19,0,0,19,0,0,0,1,3.0
30001013043P6,2014,15,3,21,9,12,21,0,4,16,1,21,0,21,0,0,21,0,0,0,1,3.0
30001013043P6,2015,15,3,19,10,9,19,0,5,12,2,19,0,19,0,0,19,0,0,0,1,3.0
30001013043P6,2016,15,3,18,10,8,18,0,5,11,2,18,0,18,0,0,18,0,0,0,1,3.0
30001013044P2,2013,46,3,17,5,12,17,0,1,15,1,17,0,17,0,1,16,0,0,0,1,3.0
30001013044P2,2014,46,3,18,6,12,18,0,1,15,2,18,0,18,0,1,17,0,0,0,1,3.0
30001013044P2,2015,46,3,14,4,10,14,0,1,11,2,14,0,14,0,1,13,0,0,0,1,3.0
30001013044P2,2016,46,3,12,3,9,12,0,0,11,1,12,0,12,0,0,12,0,0,0,1,3.0
